category,file,source_key,current_fa_value,latin_words
high-latin,i18n/index.fa.json,"BDI-II, BAI, screening tools","BDI-II, BAI, screening tools",BDI-II BAI screening tools
high-latin,i18n/index.fa.json,Training Context & Learning Environment,Training Context و Learning Environment,Training Context Learning Environment
high-latin,i18n/index.fa.json,Administer standardized tests:,Administer standardized tests:,Administer standardized tests
high-latin,i18n/index.fa.json,Score assessments accurately:,Score assessments accurately:,Score assessments accurately
high-latin,i18n/index.fa.json,Manual scoring and interpretation of results,Manual scoring و interpretation از results,Manual scoring interpretation results
high-latin,i18n/index.fa.json,Structured and semi-structured interview techniques,Structured و semi-structured interview techniques,Structured semi-structured interview techniques
high-latin,i18n/index.fa.json,Observe behavior systematically:,Observe behavior systematically:,Observe behavior systematically
high-latin,i18n/index.fa.json,Write professional reports:,Write professional reports:,Write professional reports
high-latin,i18n/index.fa.json,Apply ethical standards:,Apply ethical standards:,Apply ethical standards
high-latin,i18n/index.fa.json,Test Administration,Test Administration,Test Administration
high-latin,i18n/index.fa.json,Scoring Accuracy,Scoring Accuracy,Scoring Accuracy
high-latin,i18n/index.fa.json,Report Writing,Report Writing,Report Writing
high-latin,i18n/index.fa.json,Ethical Practice,Ethical Practice,Ethical Practice
high-latin,i18n/index.fa.json,Neuroimaging & Image Processing Lab,Neuroimaging و Image Processing Lab,Neuroimaging Image Processing Lab
high-latin,i18n/index.fa.json,Signal Processing & Electrophysiology Lab,Signal Processing و Electrophysiology Lab,Signal Processing Electrophysiology Lab
high-latin,i18n/index.fa.json,"EEG, MEG, and electrophysiological recording systems","EEG, MEG, و electrophysiological recording systems",MEG electrophysiological recording systems
high-latin,i18n/index.fa.json,Brain Stimulation & Cognitive Rehabilitation Lab,Brain Stimulation و شناختی Rehabilitation Lab,Brain Stimulation Rehabilitation Lab
high-latin,i18n/index.fa.json,TMS and tDCS equipment for brain stimulation,TMS و tDCS equipment برای brain stimulation,TMS tDCS equipment brain stimulation
high-latin,i18n/index.fa.json,Virtual reality therapeutic applications,Virtual reality therapeutic applications,Virtual reality therapeutic applications
high-latin,i18n/index.fa.json,Eye-tracking technology demonstration,Eye-tracking technology demonstration,Eye-tracking technology demonstration
high-latin,i18n/index.fa.json,Range:,Range:,Range
high-latin,i18n/index.fa.json,"Psychopathology, Counseling, Clinical Practice","Psychopathology, Counseling, بالینی Practice",Psychopathology Counseling Practice
high-latin,i18n/index.fa.json,Focus Areas:,Focus Areas:,Focus Areas
high-latin,i18n/index.fa.json,"Lifespan Development, Family Systems, Social Psychology","Lifespan Development, Family Systems, Social روان‌شناسی",Lifespan Development Family Systems Social
high-latin,i18n/index.fa.json,1 Practical •,۱ Practical •,Practical
high-latin,i18n/index.fa.json,2 Practical •,۲ Practical •,Practical
high-latin,i18n/index.fa.json,1 (0.5 Theo + 0.5 Prac) •,۱ (۰.۵ Theo + ۰.۵ Prac) •,Theo Prac
high-latin,i18n/index.fa.json,"Special Needs, Addiction, Rehabilitation","Special Needs, Addiction, Rehabilitation",Special Needs Addiction Rehabilitation
high-latin,i18n/index.fa.json,3 Theoretical •,۳ Theoretical •,Theoretical
high-latin,i18n/index.fa.json,1 Theoretical •,۱ Theoretical •,Theoretical
high-latin,i18n/index.fa.json,Summer Semester 2023-2024,Summer Semester ۲۰۲۳-۲۰۲۴,Summer Semester
high-latin,i18n/index.fa.json,"Persian, English, Technical English","Persian, English, Technical English",Persian English Technical English
high-latin,i18n/index.publications.fa.json,Islands of Your Mind (Book),Islands از Your Mind (Book),Your Book
high-latin,i18n/index.publications.fa.json,Neural Mechanisms of Cognitive–Emotional Integration,Neural Mechanisms از شناختی–Emotional Integration,Neural Mechanisms Emotional Integration
high-latin,i18n/index.publications.fa.json,✓ PUBLISHED PREPRINT,✓ PUBLISHED PREPRINT,PUBLISHED PREPRINT
high-latin,i18n/index.publications.fa.json,📖 FINAL MANUSCRIPT,📖 FINAL MANUSCRIPT,FINAL MANUSCRIPT
high-latin,i18n/index.publications.fa.json,Beauty Filters & Adolescent Self-Perception (Neurocognitive Framework),Beauty Filters و Adolescent Self-Perception (Neurocognitive چارچوب),Beauty Filters Adolescent Self-Perception Neurocognitive
high-latin,i18n/index.publications.fa.json,🔬 OSF / PROJECT PAGE,🔬 OSF / PROJECT PAGE,PROJECT PAGE
high-latin,i18n/index.publications.fa.json,Subtitle:,Subtitle:,Subtitle
high-latin,i18n/index.research.fa.json,Timeline:,Timeline:,Timeline
high-latin,i18n/index.research.fa.json,Pre-Registered,Pre-Registered,Pre-Registered
high-latin,i18n/index.research.fa.json,Service Workers,Service Workers,Workers
high-latin,i18n/index.research.fa.json,Workflow Templates,Workflow Templates,Workflow Templates
high-latin,i18n/index.research.fa.json,Mind Islands (THINK-360 Variant),Mind Islands (THINK-۳۶۰ Variant),THINK- Variant
high-latin,i18n/index.research.fa.json,FA/EN,FA/EN,FA EN
high-latin,i18n/index.research.fa.json,THINK-360 Lineage,THINK-۳۶۰ Lineage,THINK- Lineage
high-latin,i18n/index.research.fa.json,Psychoeducation,Psychoeducation,Psychoeducation
high-latin,i18n/index.skills.fa.json,SciPy,SciPy,SciPy
high-latin,i18n/index.skills.fa.json,tidyverse,tidyverse,tidyverse
high-latin,i18n/index.skills.fa.json,Gene expression,Gene expression,Gene expression
high-latin,i18n/index.skills.fa.json,Statistical inference & reliability,آماری inference و reliability,inference reliability
high-latin,i18n/index.skills.fa.json,BI,BI,BI
high-latin,i18n/index.skills.fa.json,TypeScript,TypeScript,TypeScript
high-latin,i18n/index.skills.fa.json,Tableau,Tableau,Tableau
high-latin,i18n/index.skills.fa.json,Power BI,Power BI,Power BI
high-latin,i18n/index.skills.fa.json,DAX,DAX,DAX
high-latin,i18n/index.skills.fa.json,RT‑PCR,RT‑PCR,RT PCR
high-latin,i18n/index.skills.fa.json,scikit‑learn,scikit‑learn,scikit learn
high-latin,i18n/index.skills.fa.json,React,React,React
high-latin,i18n/index.skills.fa.json,Reproducible reporting,Reproducible reporting,Reproducible reporting
high-latin,i18n/index.skills.fa.json,Psychophysiology & biofeedback,Psychophysiology و biofeedback,Psychophysiology biofeedback
high-latin,i18n/index.skills.fa.json,rstan,rstan,rstan
high-latin,i18n/index.skills.fa.json,Technical toolkit,Technical toolkit,Technical toolkit
high-latin,i18n/index.skills.fa.json,Computational modeling & decision‑making,Computational modeling و decision‑making,Computational modeling decision making
high-latin,i18n/index.skills.fa.json,matplotlib,matplotlib,matplotlib
high-latin,i18n/index.skills.fa.json,Recharts,Recharts,Recharts
high-latin,i18n/index.skills.fa.json,Portfolio: THINK‑360+,Portfolio: THINK‑۳۶۰+,Portfolio
high-latin,i18n/index.skills.fa.json,OSF (preprints / registrations),OSF (preprints / registrations),preprints registrations
high-latin,i18n/index.skills.fa.json,Frequent use,Frequent use,Frequent use
high-latin,i18n/pfc.fa.json,"Scrollable, grouped sections","Scrollable, grouped sections",Scrollable grouped sections
high-latin,i18n/pfc.fa.json,PFC–Limbic Flexibility,PFC–Limbic Flexibility,Limbic Flexibility
high-latin,i18n/pfc.fa.json,PFC–limbic flexibility,PFC–limbic flexibility,limbic flexibility
high-latin,i18n/pfc.fa.json,strength and timing,strength و timing,strength timing
high-latin,i18n/pfc.fa.json,amygdala–hippocampal and valuation circuits,amygdala–hippocampal و valuation circuits,amygdala hippocampal valuation circuits
high-latin,i18n/pfc.fa.json,Three Gaps This Framework Addresses,Three Gaps This چارچوب Addresses,Three Gaps This Addresses
high-latin,i18n/pfc.fa.json,Concept Map,Concept Map,Concept Map
high-latin,i18n/pfc.fa.json,Construct & Operationalization,Construct و Operationalization,Construct Operationalization
high-latin,i18n/pfc.fa.json,Operationalization Matrix (Table 1),Operationalization Matrix (Table ۱),Operationalization Matrix Table
high-latin,i18n/pfc.fa.json,Dimension,Dimension,Dimension
high-latin,i18n/pfc.fa.json,Falsifiability Criteria,Falsifiability Criteria,Falsifiability Criteria
high-latin,i18n/pfc.fa.json,Note:,Note:,Note
high-latin,i18n/pfc.fa.json,Core Persuasion Paradigm,Core Persuasion Paradigm,Core Persuasion Paradigm
high-latin,i18n/pfc.fa.json,Emotionally Framed Persuasion,Emotionally Framed Persuasion,Emotionally Framed Persuasion
high-latin,i18n/pfc.fa.json,Informational Control,Informational Control,Informational Control
high-latin,i18n/pfc.fa.json,Power Consideration,Power Consideration,Power Consideration
high-latin,i18n/pfc.fa.json,Pragmatic Hybrid EEG-fMRI Agenda,Pragmatic Hybrid EEG-fMRI Agenda,Pragmatic Hybrid EEG-fMRI Agenda
high-latin,i18n/pfc.fa.json,Risk / Failure Point,Risk / Failure Point,Risk Failure Point
high-latin,i18n/pfc.fa.json,Why It Matters,Why It Matters,Why It Matters
high-latin,i18n/pfc.fa.json,Mitigation (Minimum),Mitigation (Minimum),Mitigation Minimum
high-latin,i18n/pfc.fa.json,Reporting Requirement,Reporting Requirement,Reporting Requirement
high-latin,i18n/pfc.fa.json,Modality-Linked,Modality-Linked,Modality-Linked
high-latin,i18n/pfc.fa.json,Testable with current methods,Testable با current methods,Testable current methods
high-latin,i18n/pfc.fa.json,Important Note,Important Note,Important Note
high-latin,i18n/pfc.fa.json,Outcome by Regulatory Stance,Outcome by Regulatory Stance,Outcome by Regulatory Stance
high-latin,i18n/pfc.fa.json,Illustrative scatter (toy data),Illustrative scatter (toy داده),Illustrative scatter toy
high-latin,i18n/pfc.fa.json,H1 Related,H۱ Related,Related
high-latin,i18n/pfc.fa.json,Illustrative curve (toy data),Illustrative curve (toy داده),Illustrative curve toy
high-latin,i18n/pfc.fa.json,H3 Related,H۳ Related,Related
high-latin,i18n/pfc.fa.json,Stress Level:,Stress Level:,Stress Level
high-latin,i18n/pfc.fa.json,EEG Theta vs ACC BOLD Engagement,EEG Theta در برابر ACC BOLD Engagement,Theta ACC BOLD Engagement
high-latin,i18n/pfc.fa.json,H2 Related,H۲ Related,Related
high-latin,i18n/pfc.fa.json,no new empirical data,no new empirical داده,no new empirical
high-latin,i18n/pfc.fa.json,Ethical Safeguards,Ethical Safeguards,Ethical Safeguards
high-latin,i18n/pfc.fa.json,Dual-Use Risk,Dual-Use Risk,Dual-Use Risk
high-latin,i18n/pfc.fa.json,dual-use,dual-use,dual-use
high-latin,i18n/pfc.fa.json,Governance Checklist (Box 1),Governance Checklist (Box ۱),Governance Checklist Box
high-latin,i18n/pfc.fa.json,protect,protect,protect
high-latin,i18n/pfc.fa.json,exploit,exploit,exploit
high-latin,i18n/pfc.fa.json,Good news:,Good news:,Good news
high-latin,i18n/pfc.fa.json,PFC–Limbic,PFC–Limbic,Limbic
high-latin,i18n/pfc.fa.json,Operationalization,Operationalization,Operationalization
high-latin,i18n/pfc.fa.json,Dual-Use Governance,Dual-Use Governance,Dual-Use Governance
high-latin,i18n/pfc.fa.json,Integration Gap,Integration Gap,Integration Gap
high-latin,i18n/pfc.fa.json,Construct Gap,Construct Gap,Construct Gap
high-latin,i18n/pfc.fa.json,Methods + Governance Gap,Methods + Governance Gap,Methods Governance Gap
high-latin,i18n/pfc.fa.json,PFC / ACC,PFC / ACC,ACC
high-latin,i18n/pfc.fa.json,Salience Detection,Salience Detection,Salience Detection
high-latin,i18n/pfc.fa.json,Hippocampus,Hippocampus,Hippocampus
high-latin,i18n/pfc.fa.json,Valuation Network,Valuation Network,Valuation Network
high-latin,i18n/pfc.fa.json,vmPFC/OFC + VS,vmPFC/OFC + VS,vmPFC OFC VS
high-latin,i18n/pfc.fa.json,Stress / Allostasis,Stress / Allostasis,Stress Allostasis
high-latin,i18n/pfc.fa.json,Plasticity + Bias,Plasticity + Bias,Plasticity Bias
high-latin,i18n/pfc.fa.json,Interpersonal Synchrony,Interpersonal Synchrony,Interpersonal Synchrony
high-latin,i18n/pfc.fa.json,Context Sensitivity,Context Sensitivity,Context Sensitivity
high-latin,i18n/pfc.fa.json,Configurational Diversity,Configurational Diversity,Configurational Diversity
high-latin,i18n/pfc.fa.json,Unimodal Validation,Unimodal Validation,Unimodal Validation
high-latin,i18n/pfc.fa.json,Simultaneous EEG-fMRI,Simultaneous EEG-fMRI,Simultaneous EEG-fMRI
high-latin,i18n/pfc.fa.json,Extensions,Extensions,Extensions
high-latin,i18n/pfc.fa.json,Stress Reduces Flexibility,Stress Reduces Flexibility,Stress Reduces Flexibility
high-latin,i18n/pfc.fa.json,Purpose Limitation,هدف Limitation,Limitation
high-latin,i18n/pfc.fa.json,Vulnerability Protections,Vulnerability Protections,Vulnerability Protections
high-latin,i18n/pfc.fa.json,Independent Oversight,Independent Oversight,Independent Oversight
high-latin,i18n/pfc.fa.json,Reproducibility,Reproducibility,Reproducibility
high-latin,i18n/pfc.fa.json,Narrative Review,Narrative Review,Narrative Review
high-latin,i18n/pfc.fa.json,Methodological Heterogeneity,Methodological Heterogeneity,Methodological Heterogeneity
high-latin,i18n/pfc.fa.json,Construct Validation Needed,Construct Validation Needed,Construct Validation Needed
high-latin,i18n/pfc.fa.json,Technical Demands,Technical Demands,Technical Demands
high-latin,i18n/pfc.fa.json,Ethical Sensitivity,Ethical Sensitivity,Ethical Sensitivity
high-latin,i18n/pfc.fa.json,Illustrative Visualizations,Illustrative Visualizations,Illustrative Visualizations
high-latin,i18n/pfc.fa.json,Presentation Layer,Presentation Layer,Presentation Layer
high-latin,i18n/pfc.fa.json,Prefrontal Control,Prefrontal Control,Prefrontal Control
high-latin,i18n/pfc.fa.json,Limbic Regions,Limbic Regions,Limbic Regions
high-latin,i18n/pfc.fa.json,Valuation,Valuation,Valuation
high-latin,i18n/pfc.fa.json,Affect ratings,Affect ratings,Affect ratings
high-latin,i18n/pfc.fa.json,Incentive-compatible choices,Incentive-compatible choices,Incentive-compatible choices
high-latin,i18n/pfc.fa.json,Stress/allostatic indicators,Stress/allostatic indicators,Stress allostatic indicators
high-latin,i18n/pfc.fa.json,Paradigm,Paradigm,Paradigm
high-latin,i18n/pfc.fa.json,EEG-fMRI Agenda,EEG-fMRI Agenda,EEG-fMRI Agenda
high-latin,i18n/pfc.fa.json,Visualizations,Visualizations,Visualizations
high-latin,i18n/pfc.fa.json,Governance,Governance,Governance
high-latin,i18n/pfc.fa.json,Active resistance to persuasive content,Active resistance تا persuasive content,Active resistance persuasive content
high-latin,i18n/pfc.fa.json,Baseline condition without active regulation,Baseline condition without active regulation,Baseline condition without active regulation
high-latin,i18n/pfc.fa.json,Emotional response measurements,Emotional response measurements,Emotional response measurements
